================ Training Loss (Fri Nov 10 01:02:02 2023) ================
(epoch: 2, iters: 100, time: 0.132, data: 0.017) D_A: 0.063 G_A: 0.350 cycle_A: 1.006 idt_A: 0.436 D_B: 0.176 G_B: 0.083 cycle_B: 0.988 idt_B: 0.412 
(epoch: 2, iters: 200, time: 0.130, data: 0.010) D_A: 0.203 G_A: 0.465 cycle_A: 1.255 idt_A: 0.623 D_B: 0.228 G_B: 0.212 cycle_B: 1.014 idt_B: 0.481 
(epoch: 2, iters: 300, time: 0.188, data: 0.010) D_A: 0.647 G_A: 0.821 cycle_A: 1.278 idt_A: 0.563 D_B: 0.149 G_B: 0.241 cycle_B: 1.168 idt_B: 0.463 
(epoch: 2, iters: 400, time: 0.126, data: 0.009) D_A: 0.123 G_A: 0.291 cycle_A: 1.056 idt_A: 0.409 D_B: 0.198 G_B: 0.261 cycle_B: 0.804 idt_B: 0.463 
(epoch: 2, iters: 500, time: 0.133, data: 0.010) D_A: 0.140 G_A: 0.451 cycle_A: 1.102 idt_A: 0.642 D_B: 0.298 G_B: 0.440 cycle_B: 1.207 idt_B: 0.461 
(epoch: 2, iters: 600, time: 0.142, data: 0.009) D_A: 0.251 G_A: 0.223 cycle_A: 1.188 idt_A: 0.471 D_B: 0.179 G_B: 0.455 cycle_B: 1.109 idt_B: 0.492 
(epoch: 2, iters: 700, time: 0.131, data: 0.023) D_A: 0.145 G_A: 0.348 cycle_A: 1.194 idt_A: 0.417 D_B: 0.336 G_B: 0.167 cycle_B: 1.069 idt_B: 0.513 
(epoch: 2, iters: 800, time: 0.133, data: 0.010) D_A: 0.167 G_A: 0.407 cycle_A: 1.278 idt_A: 0.363 D_B: 0.216 G_B: 0.094 cycle_B: 0.707 idt_B: 0.550 
(epoch: 2, iters: 900, time: 0.135, data: 0.009) D_A: 0.206 G_A: 0.224 cycle_A: 0.948 idt_A: 0.369 D_B: 0.287 G_B: 0.137 cycle_B: 0.794 idt_B: 0.374 
(epoch: 2, iters: 1000, time: 0.140, data: 0.010) D_A: 0.088 G_A: 0.452 cycle_A: 1.026 idt_A: 0.452 D_B: 0.149 G_B: 0.422 cycle_B: 0.888 idt_B: 0.450 
(epoch: 2, iters: 1100, time: 0.129, data: 0.010) D_A: 0.189 G_A: 0.127 cycle_A: 1.029 idt_A: 0.290 D_B: 0.201 G_B: 0.175 cycle_B: 0.752 idt_B: 0.426 
(epoch: 2, iters: 1200, time: 0.140, data: 0.010) D_A: 0.288 G_A: 0.142 cycle_A: 1.039 idt_A: 0.391 D_B: 0.280 G_B: 0.243 cycle_B: 0.942 idt_B: 0.487 
(epoch: 2, iters: 1300, time: 0.130, data: 0.020) D_A: 0.083 G_A: 0.533 cycle_A: 1.067 idt_A: 0.522 D_B: 0.310 G_B: 0.765 cycle_B: 1.013 idt_B: 0.395 
(epoch: 2, iters: 1400, time: 0.134, data: 0.010) D_A: 0.083 G_A: 0.263 cycle_A: 1.260 idt_A: 0.282 D_B: 0.243 G_B: 0.178 cycle_B: 0.718 idt_B: 0.467 
(epoch: 2, iters: 1500, time: 0.142, data: 0.010) D_A: 0.149 G_A: 1.047 cycle_A: 0.859 idt_A: 0.369 D_B: 0.213 G_B: 0.179 cycle_B: 0.764 idt_B: 0.360 
(epoch: 2, iters: 1600, time: 0.130, data: 0.010) D_A: 0.093 G_A: 0.413 cycle_A: 0.994 idt_A: 0.452 D_B: 0.134 G_B: 0.344 cycle_B: 0.972 idt_B: 0.386 
(epoch: 2, iters: 1700, time: 0.131, data: 0.009) D_A: 0.243 G_A: 0.269 cycle_A: 1.057 idt_A: 0.333 D_B: 0.156 G_B: 0.126 cycle_B: 0.652 idt_B: 0.434 
